"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
30009,45.224475,-109.028551,Montana,Carbon County,1374,"1.56 (1.46, 1.89)","47.7% (43.8%, 57.2%)","    655 (602, 786)","24.0% (21.3%, 32.1%)","    329 (292, 441)","3.1% (2.6%, 5.3%)","     42 (35, 73)","0.3% (0.2%, 0.6%)","      4 (3, 9)","76.7% (73.9%, 83.4%)","53.2% (50.0%, 62.9%)","13.9% (12.3%, 20.6%)","2.5% (2.1%, 4.6%)"
30011,45.516825,-104.515324,Montana,Carter County,160,"1.66 (1.55, 2.02)","50.3% (46.4%, 59.6%)","     81 (74, 95)","26.5% (23.5%, 34.8%)","     42 (38, 56)","3.8% (3.2%, 6.3%)","      6 (5, 10)","0.4% (0.3%, 0.9%)","      1 (1, 1)","79.1% (76.3%, 85.3%)","56.8% (53.6%, 66.1%)","16.5% (14.5%, 23.8%)","3.3% (2.7%, 5.8%)"
30013,47.316443,-111.350571,Montana,Cascade County,7847,"2.42 (2.27, 2.96)","65.5% (62.5%, 73.2%)","  5,140 (4,901, 5,742)","42.0% (39.0%, 51.0%)","  3,296 (3,059, 4,003)","10.0% (8.8%, 14.9%)","    788 (695, 1,167)","1.8% (1.5%, 3.3%)","    142 (120, 258)","89.4% (88.0%, 93.0%)","74.2% (71.8%, 81.2%)","33.4% (31.0%, 43.1%)","10.7% (9.5%, 16.6%)"
30015,47.886837,-110.436189,Montana,Chouteau County,620,"2.68 (2.53, 3.25)","71.3% (68.1%, 78.1%)","    442 (422, 484)","47.7% (44.5%, 56.4%)","    296 (276, 349)","12.1% (10.9%, 17.5%)","     75 (68, 109)","2.2% (2.0%, 4.0%)","     14 (12, 25)","91.7% (90.5%, 94.6%)","77.8% (75.8%, 84.0%)","36.5% (34.8%, 46.5%)","11.8% (11.0%, 18.2%)"
30017,46.261481,-105.550508,Montana,Custer County,1236,"2.32 (2.16, 2.84)","62.6% (58.9%, 70.8%)","    774 (728, 875)","39.5% (36.3%, 48.5%)","    488 (448, 599)","9.3% (8.1%, 13.9%)","    115 (100, 172)","1.7% (1.4%, 3.0%)","     21 (17, 38)","88.3% (86.7%, 92.2%)","72.7% (70.0%, 79.9%)","32.6% (29.8%, 41.8%)","10.6% (9.2%, 15.9%)"
30019,48.794429,-105.541739,Montana,Daniels County,249,"2.19 (2.04, 2.65)","58.9% (55.5%, 66.9%)","    147 (138, 167)","36.4% (33.3%, 44.7%)","     91 (83, 111)","8.5% (7.3%, 12.4%)","     21 (18, 31)","1.6% (1.3%, 2.7%)","      4 (3, 7)","86.8% (85.0%, 90.9%)","70.8% (68.0%, 77.7%)","31.6% (28.6%, 39.9%)","10.5% (8.8%, 15.2%)"
30021,47.272425,-104.901027,Montana,Dawson County,956,"2.16 (2.02, 2.65)","60.6% (56.7%, 69.1%)","    580 (542, 660)","37.0% (33.7%, 46.0%)","    354 (322, 440)","7.9% (6.8%, 12.1%)","     76 (65, 115)","1.3% (1.1%, 2.4%)","     12 (10, 23)","86.8% (85.0%, 91.2%)","69.8% (66.9%, 77.5%)","28.7% (26.1%, 37.7%)","8.4% (7.3%, 13.0%)"
30023,46.099059,-113.139108,Montana,Deer Lodge County,1130,"1.96 (1.83, 2.41)","58.3% (54.2%, 67.4%)","    659 (613, 762)","33.4% (30.3%, 42.9%)","    378 (342, 485)","5.8% (5.0%, 9.6%)","     66 (56, 108)","0.7% (0.6%, 1.6%)","      8 (7, 18)","84.4% (82.3%, 89.6%)","64.6% (61.6%, 73.7%)","22.1% (20.0%, 31.2%)","5.1% (4.4%, 9.0%)"
30025,46.318184,-104.405718,Montana,Fallon County,260,"1.74 (1.62, 2.12)","52.1% (48.3%, 61.1%)","    135 (126, 159)","28.2% (25.3%, 36.7%)","     73 (66, 95)","4.5% (3.8%, 7.3%)","     12 (10, 19)","0.5% (0.4%, 1.1%)","      1 (1, 3)","80.7% (78.2%, 86.5%)","59.5% (56.3%, 68.5%)","18.8% (16.7%, 26.4%)","4.1% (3.5%, 7.1%)"
30027,47.222997,-109.22328,Montana,Fergus County,1445,"2.08 (1.94, 2.55)","59.8% (55.9%, 68.5%)","    864 (808, 990)","35.6% (32.5%, 44.9%)","    515 (470, 648)","7.0% (6.0%, 11.1%)","    102 (86, 160)","1.0% (0.8%, 2.0%)","     15 (12, 29)","85.9% (84.0%, 90.6%)","67.7% (64.7%, 76.1%)","25.9% (23.4%, 35.0%)","6.9% (5.9%, 11.3%)"
30029,48.314696,-114.054319,Montana,Flathead County,9438,"1.49 (1.39, 1.81)","45.9% (42.1%, 55.6%)","  4,336 (3,974, 5,251)","22.2% (19.6%, 30.2%)","  2,096 (1,851, 2,850)","2.5% (2.1%, 4.5%)","    239 (198, 425)","0.2% (0.2%, 0.5%)","     20 (16, 46)","74.8% (71.9%, 82.0%)","50.2% (46.9%, 60.2%)","11.8% (10.4%, 18.0%)","1.9% (1.5%, 3.6%)"
30031,45.535559,-111.173443,Montana,Gallatin County,6260,"1.62 (1.51, 1.98)","50.8% (46.5%, 60.9%)","  3,181 (2,912, 3,815)","25.6% (22.6%, 34.7%)","  1,601 (1,416, 2,175)","3.1% (2.5%, 5.5%)","    192 (156, 343)","0.3% (0.2%, 0.6%)","     17 (13, 38)","78.1% (75.2%, 85.1%)","53.9% (50.4%, 64.4%)","13.2% (11.5%, 20.1%)","2.1% (1.7%, 4.0%)"
30033,47.281174,-106.982212,Montana,Garfield County,126,"1.39 (1.3, 1.7)","44.8% (40.6%, 55.7%)","     56 (51, 70)","19.2% (16.8%, 27.9%)","     24 (21, 35)","1.4% (1.2%, 2.9%)","      2 (1, 4)","0.1% (0.1%, 0.2%)","      0 (0, 0)","71.3% (68.0%, 80.1%)","43.0% (39.9%, 54.6%)","6.7% (5.9%, 11.8%)","0.6% (0.5%, 1.5%)"
30035,48.705671,-112.990502,Montana,Glacier County,861,"4.21 (4.09, 5.26)","85.3% (82.5%, 89.2%)","    735 (710, 768)","67.4% (64.2%, 74.1%)","    580 (553, 638)","26.6% (25.2%, 34.6%)","    229 (217, 297)","7.5% (7.0%, 12.2%)","     64 (60, 105)","97.1% (96.6%, 98.2%)","90.3% (89.4%, 93.6%)","58.9% (57.5%, 69.2%)","27.8% (26.7%, 39.8%)"
30037,46.380624,-109.174586,Montana,Golden Valley County,105,"1.96 (1.84, 2.38)","60.0% (56.3%, 69.1%)","     63 (59, 73)","34.0% (30.9%, 43.6%)","     36 (32, 46)","5.5% (4.6%, 9.0%)","      6 (5, 9)","0.6% (0.5%, 1.3%)","      1 (1, 1)","84.7% (82.5%, 89.9%)","64.0% (60.8%, 73.1%)","20.2% (18.2%, 28.6%)","4.1% (3.5%, 7.2%)"
30039,46.395358,-113.425683,Montana,Granite County,501,"1.74 (1.62, 2.14)","54.6% (50.2%, 64.6%)","    274 (252, 323)","28.8% (25.6%, 38.4%)","    144 (128, 192)","3.8% (3.2%, 6.8%)","     19 (16, 34)","0.4% (0.3%, 0.8%)","      2 (1, 4)","80.8% (78.2%, 87.2%)","57.7% (54.4%, 68.1%)","15.4% (13.8%, 23.2%)","2.6% (2.2%, 5.1%)"
30041,48.628331,-110.106372,Montana,Hill County,1263,"2.85 (2.71, 3.49)","73.5% (70.4%, 79.8%)","    928 (889, 1,008)","50.5% (47.3%, 59.0%)","    638 (597, 745)","13.7% (12.6%, 19.8%)","    173 (159, 250)","2.7% (2.5%, 4.8%)","     34 (31, 61)","92.8% (91.7%, 95.3%)","80.0% (78.3%, 85.9%)","39.6% (38.2%, 50.2%)","13.6% (13.0%, 21.1%)"
30043,46.126557,-112.056771,Montana,Jefferson County,1279,"1.29 (1.21, 1.57)","40.4% (36.4%, 51.1%)","    517 (466, 654)","16.5% (14.4%, 24.3%)","    211 (184, 311)","1.1% (0.9%, 2.4%)","     14 (12, 30)","0.1% (0.0%, 0.2%)","      1 (1, 2)","67.6% (64.3%, 76.9%)","39.2% (36.2%, 50.7%)","5.6% (5.0%, 10.2%)","0.5% (0.4%, 1.2%)"
30045,47.032558,-110.30532,Montana,Judith Basin County,274,"1.72 (1.61, 2.09)","52.3% (48.5%, 61.6%)","    143 (133, 169)","27.8% (25.0%, 36.5%)","     76 (68, 100)","4.0% (3.5%, 6.8%)","     11 (10, 19)","0.4% (0.4%, 0.9%)","      1 (1, 3)","80.2% (77.8%, 86.3%)","58.1% (55.1%, 67.5%)","17.0% (15.4%, 24.7%)","3.4% (2.9%, 6.2%)"
30047,47.642901,-114.083687,Montana,Lake County,3302,"2.7 (2.56, 3.28)","72.3% (69.1%, 79.0%)","  2,386 (2,282, 2,609)","48.5% (45.3%, 57.3%)","  1,602 (1,495, 1,892)","12.2% (11.1%, 17.8%)","    404 (368, 589)","2.2% (2.0%, 4.0%)","     72 (66, 131)","92.0% (90.8%, 94.8%)","78.1% (76.2%, 84.4%)","36.3% (34.8%, 46.5%)","11.5% (10.8%, 18.0%)"
30049,47.122133,-112.382954,Montana,Lewis and Clark County,6340,"1.81 (1.69, 2.22)","54.9% (50.7%, 64.3%)","  3,482 (3,218, 4,078)","30.1% (27.1%, 39.4%)","  1,911 (1,719, 2,496)","4.7% (3.9%, 7.9%)","    298 (249, 502)","0.5% (0.4%, 1.1%)","     34 (27, 72)","82.0% (79.7%, 87.9%)","60.8% (57.4%, 70.3%)","18.9% (16.9%, 27.0%)","4.0% (3.4%, 7.0%)"
30051,48.559654,-111.036924,Montana,Liberty County,262,"3.48 (3.26, 4.2)","76.6% (74.2%, 82.5%)","    201 (195, 216)","56.4% (53.4%, 64.2%)","    148 (140, 168)","19.7% (17.7%, 25.9%)","     52 (46, 68)","5.3% (4.6%, 8.0%)","     14 (12, 21)","94.8% (94.0%, 96.7%)","85.7% (84.0%, 89.8%)","52.2% (49.3%, 60.5%)","23.8% (21.5%, 31.1%)"
30053,48.542232,-115.404343,Montana,Lincoln County,2856,"1.94 (1.82, 2.36)","59.8% (56.1%, 68.9%)","  1,708 (1,603, 1,968)","33.6% (30.5%, 43.2%)","    961 (870, 1,234)","5.2% (4.4%, 8.7%)","    149 (126, 249)","0.6% (0.5%, 1.2%)","     16 (13, 35)","84.4% (82.2%, 89.7%)","63.3% (60.2%, 72.6%)","19.4% (17.4%, 28.0%)","3.8% (3.3%, 7.0%)"
30055,45.319288,-111.917328,Montana,McCone County,234,"1.69 (1.57, 2.05)","51.4% (47.5%, 60.7%)","    120 (111, 142)","27.1% (24.2%, 35.6%)","     63 (57, 83)","3.9% (3.2%, 6.5%)","      9 (8, 15)","0.4% (0.3%, 0.9%)","      1 (1, 2)","79.6% (77.0%, 85.7%)","57.2% (54.1%, 66.6%)","16.4% (14.7%, 23.8%)","3.2% (2.8%, 5.8%)"
30057,47.629628,-105.757222,Montana,Madison County,1147,"1.4 (1.3, 1.7)","43.5% (39.5%, 53.7%)","    499 (453, 616)","19.7% (17.2%, 27.7%)","    226 (197, 318)","1.8% (1.5%, 3.4%)","     21 (17, 39)","0.1% (0.1%, 0.3%)","      1 (1, 3)","71.9% (68.6%, 79.9%)","45.7% (42.2%, 56.0%)","8.9% (7.7%, 14.2%)","1.1% (0.9%, 2.3%)"
30059,46.585706,-110.921781,Montana,Meagher County,300,"1.59 (1.49, 1.93)","48.4% (44.6%, 57.8%)","    145 (134, 173)","24.7% (22.0%, 32.9%)","     74 (66, 99)","3.3% (2.8%, 5.6%)","     10 (8, 17)","0.3% (0.3%, 0.7%)","      1 (1, 2)","77.5% (74.8%, 84.0%)","54.5% (51.3%, 64.0%)","14.9% (13.2%, 21.7%)","2.8% (2.3%, 5.0%)"
30061,47.155213,-115.06455,Montana,Mineral County,626,"1.85 (1.73, 2.27)","57.2% (52.9%, 66.7%)","    358 (331, 418)","31.4% (28.1%, 41.1%)","    196 (176, 257)","4.7% (3.9%, 8.0%)","     29 (24, 50)","0.5% (0.4%, 1.1%)","      3 (2, 7)","82.8% (80.4%, 88.6%)","61.1% (57.7%, 70.9%)","18.1% (16.3%, 26.6%)","3.5% (3.0%, 6.5%)"
30063,47.027263,-113.892681,Montana,Missoula County,9051,"1.85 (1.73, 2.25)","57.3% (53.6%, 66.6%)","  5,185 (4,855, 6,028)","31.5% (28.5%, 40.8%)","  2,847 (2,576, 3,690)","4.7% (3.9%, 7.8%)","    421 (356, 708)","0.5% (0.4%, 1.1%)","     44 (35, 95)","82.9% (80.6%, 88.5%)","61.1% (57.9%, 70.5%)","18.1% (16.1%, 26.2%)","3.5% (3.0%, 6.3%)"
30065,46.505665,-108.436982,Montana,Musselshell County,662,"1.74 (1.62, 2.13)","54.4% (50.0%, 64.3%)","    360 (331, 426)","28.6% (25.6%, 38.2%)","    190 (169, 253)","3.8% (3.2%, 6.8%)","     25 (21, 45)","0.4% (0.3%, 0.8%)","      2 (2, 6)","80.7% (78.2%, 87.1%)","57.7% (54.3%, 68.0%)","15.5% (13.8%, 23.4%)","2.7% (2.3%, 5.2%)"
30067,45.421905,-110.532798,Montana,Park County,1863,"1.46 (1.36, 1.77)","45.1% (41.2%, 55.0%)","    841 (767, 1,025)","21.4% (18.8%, 29.4%)","    399 (350, 547)","2.3% (1.9%, 4.1%)","     43 (35, 77)","0.2% (0.1%, 0.4%)","      3 (3, 8)","73.9% (70.8%, 81.3%)","48.8% (45.4%, 58.9%)","10.9% (9.5%, 16.8%)","1.6% (1.3%, 3.1%)"
30071,48.250155,-107.928833,Montana,Phillips County,483,"2.38 (2.23, 2.94)","63.8% (60.0%, 71.6%)","    308 (290, 346)","40.7% (37.6%, 49.7%)","    197 (182, 240)","9.9% (8.7%, 14.8%)","     48 (42, 71)","1.8% (1.6%, 3.4%)","      9 (8, 16)","88.9% (87.3%, 92.7%)","73.7% (71.4%, 81.0%)","33.8% (31.6%, 43.9%)","11.2% (10.1%, 17.5%)"
30073,48.230312,-112.219928,Montana,Pondera County,638,"2.68 (2.51, 3.3)","67.6% (64.7%, 74.7%)","    431 (413, 477)","45.3% (42.3%, 54.0%)","    289 (270, 344)","12.6% (11.2%, 18.1%)","     80 (71, 115)","2.7% (2.3%, 4.7%)","     17 (15, 30)","91.1% (89.8%, 94.1%)","78.0% (75.9%, 84.3%)","39.8% (37.4%, 49.9%)","15.0% (13.7%, 22.3%)"
30075,45.40889,-105.555259,Montana,Powder River County,236,"1.74 (1.62, 2.11)","51.8% (48.0%, 60.8%)","    122 (113, 144)","28.1% (25.2%, 36.4%)","     66 (59, 86)","4.5% (3.8%, 7.3%)","     11 (9, 17)","0.5% (0.4%, 1.1%)","      1 (1, 3)","80.6% (78.1%, 86.4%)","59.4% (56.2%, 68.4%)","18.9% (16.9%, 26.5%)","4.2% (3.5%, 7.2%)"
30077,46.844225,-112.9311,Montana,Powell County,741,"1.94 (1.82, 2.39)","58.5% (54.4%, 67.7%)","    434 (403, 502)","33.3% (30.2%, 43.0%)","    247 (224, 319)","5.6% (4.8%, 9.3%)","     41 (35, 69)","0.7% (0.6%, 1.5%)","      5 (4, 11)","84.3% (82.1%, 89.6%)","64.0% (61.0%, 73.3%)","21.1% (19.3%, 30.2%)","4.7% (4.1%, 8.4%)"
30079,46.852434,-105.375808,Montana,Prairie County,230,"1.94 (1.82, 2.38)","57.1% (53.1%, 66.1%)","    131 (122, 152)","32.8% (29.8%, 42.0%)","     76 (68, 97)","5.9% (5.0%, 9.5%)","     14 (12, 22)","0.8% (0.7%, 1.6%)","      2 (2, 4)","84.1% (82.0%, 89.3%)","64.6% (61.6%, 73.4%)","22.9% (20.7%, 31.3%)","5.6% (4.8%, 9.3%)"
30081,46.079298,-114.119065,Montana,Ravalli County,5418,"1.7 (1.58, 2.08)","53.4% (48.9%, 63.4%)","  2,895 (2,652, 3,434)","27.7% (24.5%, 37.2%)","  1,502 (1,330, 2,013)","3.5% (2.9%, 6.3%)","    192 (158, 341)","0.3% (0.3%, 0.7%)","     17 (14, 40)","80.0% (77.2%, 86.5%)","56.5% (53.0%, 66.8%)","14.6% (12.9%, 22.2%)","2.4% (2.0%, 4.7%)"
30083,47.785513,-104.563387,Montana,Richland County,855,"2.16 (2.02, 2.66)","61.4% (57.5%, 70.0%)","    525 (492, 598)","37.3% (34.0%, 46.6%)","    319 (291, 398)","7.7% (6.7%, 12.1%)","     66 (57, 104)","1.2% (1.0%, 2.4%)","     10 (8, 20)","86.9% (85.1%, 91.4%)","69.5% (66.7%, 77.6%)","27.7% (25.3%, 37.4%)","7.7% (6.8%, 12.7%)"
30085,48.282747,-104.99517,Montana,Roosevelt County,650,"3.92 (3.79, 4.87)","82.6% (79.8%, 86.9%)","    537 (519, 565)","63.6% (60.7%, 70.5%)","    413 (395, 458)","23.8% (22.4%, 31.4%)","    155 (146, 204)","6.5% (6.1%, 10.6%)","     42 (40, 69)","96.4% (95.8%, 97.8%)","88.7% (87.7%, 92.4%)","55.9% (54.8%, 66.4%)","25.7% (24.9%, 37.1%)"
30087,46.161734,-106.701953,Montana,Rosebud County,770,"2.89 (2.77, 3.55)","74.4% (71.2%, 80.5%)","    573 (548, 620)","51.4% (48.3%, 60.0%)","    396 (372, 462)","14.0% (13.0%, 20.4%)","    108 (100, 157)","2.7% (2.6%, 5.0%)","     21 (20, 39)","93.0% (92.0%, 95.6%)","80.5% (79.0%, 86.4%)","39.9% (38.9%, 51.0%)","13.6% (13.3%, 21.8%)"
30089,47.756469,-115.180225,Montana,Sanders County,1835,"1.99 (1.87, 2.43)","60.6% (56.9%, 69.5%)","  1,111 (1,044, 1,275)","34.7% (31.7%, 44.3%)","    637 (583, 813)","5.7% (4.9%, 9.4%)","    105 (90, 173)","0.7% (0.5%, 1.4%)","     12 (10, 26)","85.1% (83.1%, 90.2%)","64.7% (61.8%, 73.9%)","20.9% (19.1%, 30.0%)","4.4% (3.9%, 8.0%)"
30091,48.705523,-104.533913,Montana,Sheridan County,422,"1.83 (1.7, 2.21)","53.3% (49.7%, 62.1%)","    225 (210, 262)","29.9% (27.0%, 38.1%)","    126 (114, 161)","5.2% (4.5%, 8.2%)","     22 (19, 35)","0.7% (0.6%, 1.4%)","      3 (2, 6)","82.1% (79.8%, 87.4%)","62.1% (59.1%, 70.6%)","21.6% (19.1%, 29.4%)","5.3% (4.4%, 8.6%)"
30093,45.895959,-112.660222,Montana,Silver Bow County,3368,"2.77 (2.61, 3.34)","72.2% (69.2%, 79.0%)","  2,431 (2,331, 2,661)","49.0% (45.9%, 57.7%)","  1,651 (1,545, 1,943)","13.0% (11.6%, 18.4%)","    439 (391, 619)","2.5% (2.2%, 4.2%)","     85 (73, 143)","92.2% (91.1%, 95.0%)","79.1% (77.0%, 84.9%)","38.6% (36.1%, 47.7%)","13.1% (11.9%, 19.0%)"
30095,45.663496,-109.391751,Montana,Stillwater County,1092,"1.43 (1.33, 1.74)","44.6% (40.6%, 54.6%)","    487 (444, 597)","20.5% (18.0%, 28.6%)","    223 (197, 313)","2.0% (1.7%, 3.8%)","     21 (18, 41)","0.1% (0.1%, 0.4%)","      1 (1, 4)","72.7% (69.8%, 80.7%)","46.6% (43.6%, 57.5%)","9.3% (8.3%, 15.3%)","1.2% (1.0%, 2.6%)"
30097,45.81306,-109.941312,Montana,Sweet Grass County,498,"1.71 (1.58, 2.06)","51.2% (47.4%, 60.4%)","    255 (236, 301)","27.4% (24.4%, 35.7%)","    136 (121, 178)","4.1% (3.5%, 6.7%)","     21 (17, 34)","0.5% (0.4%, 0.9%)","      2 (2, 5)","79.9% (77.2%, 85.8%)","58.2% (54.9%, 67.2%)","17.7% (15.6%, 24.8%)","3.7% (3.0%, 6.3%)"
30099,47.819035,-112.281725,Montana,Teton County,705,"1.94 (1.81, 2.35)","55.7% (52.1%, 64.3%)","    393 (367, 453)","32.3% (29.3%, 40.6%)","    227 (206, 287)","6.1% (5.3%, 9.6%)","     43 (37, 67)","0.9% (0.7%, 1.7%)","      6 (5, 12)","83.9% (81.8%, 88.8%)","65.0% (62.1%, 73.2%)","24.3% (21.8%, 32.5%)","6.5% (5.5%, 10.3%)"
30101,48.645052,-111.733493,Montana,Toole County,501,"2.92 (2.75, 3.51)","72.9% (70.1%, 79.4%)","    365 (351, 398)","50.5% (47.4%, 59.0%)","    253 (238, 295)","14.6% (13.0%, 20.0%)","     73 (65, 100)","3.1% (2.7%, 5.0%)","     16 (13, 25)","92.9% (91.8%, 95.4%)","80.8% (78.8%, 86.1%)","42.1% (39.6%, 51.0%)","15.7% (14.2%, 22.0%)"
30103,46.209636,-107.280493,Montana,Treasure County,117,"1.99 (1.86, 2.43)","59.5% (55.4%, 68.5%)","     70 (65, 80)","34.4% (31.0%, 43.8%)","     40 (36, 51)","6.0% (5.0%, 9.7%)","      7 (6, 11)","0.8% (0.6%, 1.5%)","      1 (1, 2)","85.0% (82.7%, 90.0%)","65.2% (62.0%, 74.0%)","22.3% (20.1%, 30.7%)","5.1% (4.4%, 8.6%)"
30105,48.365713,-106.687883,Montana,Valley County,899,"2.01 (1.87, 2.44)","56.5% (52.9%, 64.9%)","    508 (476, 584)","33.4% (30.4%, 41.8%)","    301 (273, 375)","6.8% (5.9%, 10.4%)","     61 (53, 94)","1.1% (0.9%, 2.0%)","     10 (8, 18)","84.8% (82.8%, 89.4%)","66.8% (64.2%, 74.7%)","26.5% (24.2%, 35.1%)","7.6% (6.6%, 12.1%)"
30107,46.497047,-109.857147,Montana,Wheatland County,269,"2.7 (2.54, 3.26)","71.9% (68.9%, 78.9%)","    193 (185, 212)","48.3% (45.0%, 57.1%)","    130 (121, 154)","12.3% (10.9%, 17.6%)","     33 (29, 47)","2.2% (1.9%, 3.9%)","      6 (5, 10)","91.9% (90.6%, 94.8%)","78.1% (75.9%, 84.2%)","36.6% (34.3%, 46.1%)","11.7% (10.5%, 17.5%)"
30109,46.962866,-104.274466,Montana,Wibaux County,127,"2.11 (1.98, 2.57)","62.5% (58.9%, 71.1%)","     79 (75, 90)","37.2% (33.9%, 46.8%)","     47 (43, 59)","6.8% (5.9%, 11.0%)","      9 (8, 14)","0.9% (0.8%, 1.8%)","      1 (1, 2)","86.6% (84.7%, 91.3%)","67.8% (64.9%, 76.3%)","24.2% (22.2%, 33.6%)","5.7% (5.2%, 10.0%)"
30111,45.936987,-108.276656,Montana,Yellowstone County,13380,"2.09 (1.95, 2.56)","59.6% (55.6%, 68.3%)","  7,977 (7,443, 9,134)","35.7% (32.5%, 44.8%)","  4,782 (4,350, 5,999)","7.2% (6.2%, 11.3%)","    969 (831, 1,512)","1.1% (0.9%, 2.1%)","    149 (122, 287)","86.0% (84.1%, 90.6%)","68.2% (65.3%, 76.3%)","26.8% (24.4%, 36.0%)","7.4% (6.4%, 12.0%)"
31001,40.520632,-98.500044,Nebraska,Adams County,2965,"2.02 (1.89, 2.45)","56.1% (52.7%, 64.4%)","  1,664 (1,562, 1,911)","33.4% (30.5%, 41.7%)","    991 (904, 1,238)","7.0% (6.1%, 10.6%)","    209 (181, 315)","1.2% (0.9%, 2.1%)","     35 (28, 63)","84.9% (83.0%, 89.5%)","67.3% (64.7%, 74.9%)","27.6% (24.9%, 36.1%)","8.3% (7.1%, 12.8%)"
31003,42.183225,-98.058037,Nebraska,Antelope County,780,"1.95 (1.82, 2.36)","55.9% (52.2%, 64.5%)","    436 (407, 503)","32.5% (29.4%, 41.0%)","    253 (229, 320)","6.3% (5.3%, 9.7%)","     49 (42, 75)","0.9% (0.7%, 1.8%)","      7 (6, 14)","84.1% (81.9%, 88.9%)","65.4% (62.4%, 73.4%)","24.7% (22.0%, 32.9%)","6.7% (5.6%, 10.5%)"
31005,41.570856,-101.697045,Nebraska,Arthur County,48,"1.45 (1.35, 1.76)","46.6% (42.4%, 57.3%)","     22 (20, 28)","20.8% (18.3%, 29.7%)","     10 (9, 14)","1.7% (1.4%, 3.5%)","      1 (1, 2)","0.1% (0.1%, 0.3%)","      0 (0, 0)","73.1% (70.1%, 81.5%)","45.5% (42.6%, 57.3%)","7.8% (7.0%, 13.7%)","0.8% (0.7%, 2.0%)"
31009,41.92523,-99.990771,Nebraska,Blaine County,74,"2.58 (2.42, 3.13)","69.1% (66.1%, 76.6%)","     51 (49, 57)","45.5% (42.3%, 54.6%)","     34 (31, 40)","11.3% (9.9%, 16.4%)","      8 (7, 12)","2.1% (1.7%, 3.6%)","      2 (1, 3)","90.9% (89.5%, 94.1%)","76.5% (74.1%, 82.9%)","35.4% (32.6%, 44.5%)","11.4% (10.0%, 17.0%)"
31011,41.7054,-98.066794,Nebraska,Boone County,629,"2.13 (1.98, 2.57)","58.2% (54.8%, 66.4%)","    366 (345, 417)","35.5% (32.3%, 43.7%)","    224 (203, 275)","8.0% (6.8%, 11.6%)","     50 (43, 73)","1.4% (1.1%, 2.5%)","      9 (7, 15)","86.2% (84.3%, 90.4%)","69.6% (66.7%, 76.7%)","30.0% (26.9%, 38.2%)","9.5% (8.0%, 14.1%)"
31013,42.215665,-103.087821,Nebraska,Box Butte County,1093,"2.29 (2.13, 2.79)","62.2% (58.4%, 70.4%)","    680 (639, 769)","39.0% (35.7%, 48.0%)","    427 (391, 524)","9.1% (7.8%, 13.6%)","    100 (86, 148)","1.6% (1.4%, 2.9%)","     18 (15, 32)","88.1% (86.3%, 92.0%)","72.2% (69.4%, 79.4%)","32.0% (29.4%, 41.1%)","10.3% (8.9%, 15.6%)"
31015,42.894448,-98.773022,Nebraska,Boyd County,316,"2.2 (2.06, 2.67)","58.9% (55.5%, 66.9%)","    186 (175, 211)","36.6% (33.5%, 44.9%)","    116 (106, 142)","8.7% (7.5%, 12.6%)","     27 (24, 40)","1.7% (1.3%, 2.8%)","      5 (4, 9)","87.0% (85.2%, 91.0%)","71.1% (68.4%, 78.1%)","32.2% (29.2%, 40.7%)","10.9% (9.2%, 15.9%)"
31017,42.34939,-99.923176,Nebraska,Brown County,416,"2.32 (2.16, 2.84)","63.5% (59.6%, 71.8%)","    264 (248, 298)","40.0% (36.6%, 49.2%)","    166 (152, 204)","9.2% (8.0%, 13.8%)","     38 (33, 57)","1.6% (1.3%, 2.9%)","      7 (5, 12)","88.5% (86.7%, 92.4%)","72.6% (69.7%, 79.8%)","31.8% (28.9%, 41.1%)","9.9% (8.5%, 15.1%)"
31019,40.855226,-99.074983,Nebraska,Buffalo County,3609,"2.31 (2.15, 2.83)","62.6% (58.9%, 70.9%)","  2,261 (2,126, 2,558)","39.5% (36.2%, 48.5%)","  1,425 (1,305, 1,751)","9.3% (8.1%, 13.9%)","    335 (291, 501)","1.7% (1.4%, 3.0%)","     61 (49, 109)","88.3% (86.5%, 92.3%)","72.6% (69.9%, 79.8%)","32.4% (29.5%, 41.7%)","10.5% (9.0%, 15.8%)"
31021,41.854179,-96.337746,Nebraska,Burt County,809,"2.1 (1.96, 2.56)","57.5% (54.1%, 65.6%)","    465 (437, 531)","34.9% (32.0%, 43.1%)","    283 (259, 349)","7.8% (6.8%, 11.6%)","     63 (55, 93)","1.4% (1.1%, 2.4%)","     11 (9, 20)","85.9% (84.0%, 90.2%)","69.1% (66.5%, 76.5%)","29.6% (27.1%, 38.2%)","9.4% (8.1%, 14.2%)"
